time,posx,posy,posz,vx,vy,vz,ax,ay,az
11.5,-265.2628042,-2281.11343,1.915668494,43.31225967,0.105251081,0.330125004,1.289472938,7.144138336,0.106684387
11.55,-264.1265763,-2282.984502,1.926393233,43.37895203,0.108032927,0.330300122,1.30277288,7.171115875,0.080168813
11.6,-262.9961117,-2284.812124,1.934327404,43.44501495,0.110681415,0.330313236,1.316569209,7.196120739,0.046038717
11.65,-261.8374006,-2286.651639,1.939640204,43.51247406,0.113371693,0.330215693,1.330864072,7.221487999,0.009681324
11.7,-260.6618019,-2288.484437,1.94204055,43.5788269,0.120386615,0.339087963,1.306884766,7.401372433,0.3205643
11.75,-259.4690811,-2290.310353,1.941567623,43.64549637,0.124830842,0.34459427,1.30355525,7.630996227,1.2343117
11.8,-258.2583474,-2292.12844,1.941571613,43.71364212,0.122165479,0.358192533,1.332859159,7.4227705,1.422091484
11.85,-257.0301813,-2293.938912,1.941132299,43.78102875,0.116588145,0.339647084,1.318265677,7.251358032,0.868065655
11.9,-255.7845732,-2295.741483,1.940677086,43.84811401,0.121479124,0.351620704,1.314200521,7.230021954,1.32609427
11.95,-254.5221126,-2297.536411,1.940446761,43.91511917,0.120279111,0.352953464,1.310741425,7.163647652,1.236477971
12,-253.2299719,-2299.341365,1.940132436,43.98292542,0.119795933,0.345832109,1.314335465,7.090204239,1.037616849
12.05,-251.9470314,-2301.102785,1.939832644,44.04807281,0.122165725,0.351649582,1.287552834,7.197389126,1.271168709
12.1,-250.6345881,-2302.873943,1.939863462,44.11458206,0.120628044,0.354792058,1.300974488,7.173397064,1.259348989
12.15,-249.3056533,-2304.636903,1.93974893,44.1803093,0.118963629,0.346335918,1.285773873,7.197537899,1.032478094
12.2,-247.960116,-2306.391338,1.939753795,44.24553299,0.120796427,0.354701728,1.275937557,7.285222054,1.32141006
12.25,-246.5980701,-2308.137145,1.939935941,44.3108139,0.118242763,0.353068799,1.27632606,7.28450346,1.186766863
12.3,-245.2194663,-2309.87406,1.940023036,44.37574005,0.117720529,0.349492997,1.270011902,7.30703783,1.118649006
12.35,-243.82436,-2311.601888,1.940213699,44.43992996,0.118492983,0.355210423,1.25511694,7.387480736,1.290358543
12.4,-242.3843413,-2313.354709,1.940536509,44.50568771,0.116478898,0.354299694,1.260355353,7.374984741,1.202363133
12.45,-240.970312,-2315.046555,1.94076513,44.56887436,0.115953527,0.351513773,1.247977376,7.411266804,1.143666863
12.5,-239.5256274,-2316.745826,1.941099919,44.63236237,0.116522871,0.356808573,1.241104007,7.465049744,1.299188137
12.55,-238.0645641,-2318.435245,1.941500471,44.69581604,0.114523791,0.354502261,1.240181804,7.458706379,1.182544231
12.6,-236.5871428,-2320.114583,1.94183823,44.75881195,0.114489861,0.353806853,1.231631279,7.492993355,1.19015193
12.65,-235.0934231,-2321.783654,1.942270785,44.82141495,0.114495926,0.357549518,1.223494172,7.536738873,1.280091643
12.7,-233.5834495,-2323.442282,1.942731493,44.88401031,0.112971261,0.355971336,1.223206282,7.533737183,1.203365445
12.75,-232.0419406,-2325.106692,1.943165856,44.94672012,0.112777285,0.355826586,1.213503599,7.568279743,1.21085906
12.8,-230.5149726,-2326.72741,1.943660458,45.00793457,0.112644114,0.358662993,1.208213449,7.600535393,1.278609633
12.85,-228.9565906,-2328.35355,1.944175352,45.0696106,0.11131008,0.357115507,1.205037117,7.603544712,1.208459973
12.9,-227.3821937,-2329.96848,1.944667279,45.13089371,0.111205734,0.357626051,1.19740665,7.635240078,1.234563708
12.95,-225.7758695,-2331.587997,1.945223676,45.19249725,0.110822082,0.359618574,1.191573143,7.662632942,1.270414352
13,-224.1694946,-2333.179853,1.94577476,45.25331879,0.109800689,0.35871169,1.18813777,7.671032906,1.228786945
13.05,-222.5636177,-2334.744205,1.946317048,45.31315994,0.109527126,0.359303385,1.180777788,7.699565887,1.246714234
13.1,-220.925868,-2336.312472,1.946899124,45.37335587,0.109134756,0.360739082,1.175715923,7.723471165,1.272015333
13.15,-219.2558556,-2337.884122,1.947489949,45.43392181,0.108249649,0.360211313,1.171191573,7.735715866,1.242697239
13.2,-217.6034952,-2339.412462,1.948066397,45.49296951,0.107916757,0.360829651,1.164880633,7.76096487,1.259092212
13.25,-215.9190327,-2340.943814,1.948672797,45.55234909,0.10746742,0.361880392,1.159511209,7.783650398,1.27274704
13.3,-214.2191633,-2342.462501,1.949278852,45.61149216,0.106760293,0.36186713,1.154818535,7.799280643,1.260885477
13.35,-212.5039736,-2343.968336,1.949886495,45.67033386,0.106286444,0.362296939,1.148952246,7.821288109,1.26631546
13.4,-210.7735518,-2345.46114,1.950502886,45.72891617,0.105858706,0.363129318,1.143709779,7.843352795,1.278526545
13.45,-209.0104576,-2346.955467,1.951129107,45.78781891,0.105233297,0.363416404,1.138513565,7.861270905,1.273769617
13.5,-207.2673784,-2348.406947,1.951739674,45.84529114,0.104732566,0.363783449,1.133273959,7.881403923,1.276712656
13.55,-205.4918149,-2349.859591,1.952360493,45.90307236,0.104270883,0.364434987,1.12786293,7.902585506,1.283952832
13.6,-203.7013957,-2351.298492,1.952979981,45.96059418,0.10372965,0.364897609,1.122715473,7.921869278,1.28588903
13.65,-201.8780942,-2352.737653,1.953603004,46.01843262,0.103182256,0.365274876,1.117604375,7.941065311,1.28639102
13.7,-200.0763901,-2354.13436,1.954209468,46.07485962,0.102714851,0.365793854,1.112267494,7.961629391,1.291831493
13.75,-198.2235928,-2355.544868,1.954825635,46.132164,0.102191418,0.366314918,1.107129216,7.981169701,1.295107365
13.8,-196.3746238,-2356.926892,1.955428303,46.18864059,0.101669379,0.366726607,1.102012157,8.000533104,1.29689157
13.85,-194.5113194,-2358.294295,1.956024335,46.2448616,0.101170361,0.367193907,1.096884727,8.020134926,1.300091624
13.9,-192.6337903,-2359.646904,1.956611682,46.3008194,0.100676537,0.367684931,1.091690421,8.03990078,1.304009438
13.95,-190.7421489,-2360.984548,1.95718912,46.35652924,0.100150459,0.368106157,1.086756587,8.058846474,1.306091309
14,-188.83651,-2362.307055,1.957754197,46.41198349,0.099636696,0.368520409,1.081672668,8.078290939,1.309104562
14.05,-186.9169906,-2363.614255,1.958307559,46.46717834,0.099116027,0.368967682,1.076552153,8.097668648,1.312496662
14.1,-184.9837094,-2364.905978,1.958846986,46.52212524,0.098578475,0.369390011,1.07165432,8.116756439,1.315457821
14.15,-183.0367874,-2366.182056,1.959371809,46.57682037,0.098047018,0.369797885,1.066625476,8.135977745,1.317952514
14.2,-181.0763476,-2367.442321,1.959880047,46.63125992,0.097517662,0.370214224,1.061661005,8.155025482,1.321093082
14.25,-179.1025153,-2368.686607,1.960371311,46.68545532,0.096984796,0.370634973,1.056719542,8.173984528,1.324006081
14.3,-177.115418,-2369.914748,1.960843446,46.73939896,0.096454464,0.371038377,1.051818848,8.192947388,1.326738358
14.35,-175.1151851,-2371.12658,1.961295678,46.79309464,0.095928274,0.3714481,1.046887755,8.211835861,1.32953763
14.4,-173.1019481,-2372.321938,1.961726292,46.84654617,0.095405959,0.371856511,1.042001486,8.230715752,1.332428932
14.45,-171.0758408,-2373.500661,1.962134345,46.89974976,0.094878718,0.372260243,1.03716886,8.249392509,1.335092068
14.5,-169.0369989,-2374.662588,1.962518006,46.9527092,0.094356038,0.372657597,1.032325268,8.268145561,1.337801695
14.55,-166.98556,-2375.807559,1.962876316,47.0054245,0.09383586,0.373058498,1.027481079,8.286795616,1.340516567
14.6,-164.9216639,-2376.935414,1.963207593,47.05789948,0.093315788,0.373454213,1.022703171,8.305344582,1.343204379
14.65,-162.8454526,-2378.045996,1.963510678,47.11013412,0.092791051,0.373848408,1.017968655,8.323753357,1.345806003
14.7,-160.75707,-2379.139148,1.96378396,47.16212463,0.092272617,0.374240071,1.013204455,8.342297554,1.34842968
14.75,-158.6566618,-2380.214716,1.964026244,47.21387863,0.09175773,0.374631166,1.008437634,8.360750198,1.350998163
14.8,-156.5443761,-2381.272544,1.96423595,47.2653923,0.091242358,0.375016749,1.00375402,8.379048347,1.353503704
14.85,-154.4203626,-2382.312481,1.964411763,47.31667328,0.0907249,0.375402093,0.99908638,8.397226334,1.356008649
14.9,-152.2847734,-2383.334376,1.964552205,47.36771393,0.090209715,0.375785321,0.994418204,8.415473938,1.358480811
14.95,-150.1377622,-2384.338077,1.964655875,47.41852188,0.089695774,0.376165688,0.989774942,8.433639526,1.360890031
15,-147.9578457,-2385.333198,1.964721735,47.46960068,0.089177936,0.376545668,0.985138953,8.451808929,1.363256216
15.05,-145.8100991,-2386.290308,1.964747063,47.5194397,0.088674128,0.37691921,0.980554104,8.469841003,1.365635157
15.1,-143.6734778,-2387.219764,1.964732388,47.5685463,0.088175416,0.377282172,0.975997686,8.487656593,1.367840648
15.15,-141.4386434,-2388.168003,1.964673718,47.61942673,0.08764869,0.377663076,0.971518755,8.50549221,1.370171309
15.2,-139.2589679,-2389.069528,1.964572858,47.66858292,0.087140813,0.378026038,0.966928601,8.523305893,1.372330427
15.25,-137.0468684,-2389.961192,1.964425666,47.71800613,0.086634688,0.378390789,0.962462723,8.541096687,1.374488711
15.3,-134.8244765,-2390.833655,1.964231533,47.76720428,0.086124718,0.378755122,0.957967043,8.55880928,1.376617908
15.35,-132.5919613,-2391.686778,1.96398875,47.81617737,0.085615456,0.379113019,0.953518033,8.576498985,1.378674746
15.4,-130.3494937,-2392.520425,1.963696138,47.86492157,0.08510609,0.379474491,0.949088633,8.594100952,1.380732656
15.45,-128.0972466,-2393.334459,1.963351925,47.91344452,0.084596813,0.379829645,0.944626093,8.611699104,1.382678866
15.5,-125.8353947,-2394.128749,1.962954714,47.9617424,0.084088862,0.380183756,0.94025737,8.629232407,1.384606242
15.55,-123.5641145,-2394.903161,1.962502901,48.00981903,0.083580963,0.380534977,0.935885072,8.646678925,1.386475563
15.6,-121.283584,-2395.657565,1.961995041,48.05767822,0.083071575,0.38088277,0.931574345,8.664060593,1.388256788
15.65,-118.9939832,-2396.391833,1.961429499,48.10532379,0.082566433,0.381228417,0.927402258,8.681497574,1.390044808
15.7,-116.6954934,-2397.105839,1.960804801,48.15275574,0.082059123,0.381572247,0.923110306,8.698732376,1.391739488
15.75,-114.3882983,-2397.799457,1.960119343,48.19996643,0.081551455,0.381915569,0.918833673,8.715942383,1.393430829
15.8,-112.072583,-2398.472563,1.959371731,48.24696732,0.081041843,0.382253885,0.914702475,8.733093262,1.394930482
15.85,-109.7485341,-2399.125036,1.958560067,48.29375839,0.080536559,0.382585824,0.910518527,8.750198364,1.396454573
15.9,-107.4163403,-2399.756757,1.957683275,48.34033203,0.080032498,0.382920951,0.906281233,8.767360687,1.397912025
